34.43968, 135.72895
34.43975, 135.72844
34.43982, 135.72798
34.43978, 135.72754
34.43925, 135.72749
34.43884, 135.72728
34.43849, 135.72721
34.43801, 135.72699
34.43776, 135.72688
34.43738, 135.72667
34.43711, 135.72639
34.43684, 135.72602
34.43676, 135.7259
34.43693, 135.72568
34.43689, 135.72552
34.43684, 135.72536
34.43678, 135.72525
34.43669, 135.72499
34.43665, 135.72482
34.43659, 135.72471
34.43658, 135.72446
34.43659, 135.72426
34.43661, 135.72409
34.4366, 135.72389
34.43662, 135.72363
34.43668, 135.7234
34.43669, 135.72322
34.43673, 135.72292
34.43674, 135.7227
34.43682, 135.72234
34.4369, 135.72228
34.43697, 135.72221
34.437, 135.72208
34.437, 135.72183
34.43695, 135.72149
34.43695, 135.7213
34.43697, 135.72112
34.43695, 135.72098
34.43688, 135.72068
34.43682, 135.72055
34.43673, 135.72042
34.43667, 135.72032
34.43658, 135.7201
34.43648, 135.71994
34.43642, 135.71977
34.43634, 135.71956
34.4365, 135.71942
34.43653, 135.71922
34.43662, 135.7187
34.4367, 135.71841
34.43679, 135.71822
34.43683, 135.71803
34.43686, 135.71788
34.4369, 135.71777
34.43708, 135.71775
34.43722, 135.71778
34.43779, 135.71733
34.43782, 135.71751
34.43784, 135.71798
34.4378, 135.71831
34.4378, 135.71857
34.43779, 135.71858
34.43779, 135.71859
34.43792, 135.71979
34.43798, 135.7203
34.43791, 135.72073
34.4379, 135.72118
34.43791, 135.72157
34.43821, 135.72162
34.43852, 135.72156
34.43853, 135.72156
34.43892, 135.72163
34.43893, 135.72163
34.43908, 135.72173
34.4393, 135.72163
34.4393, 135.72151
34.43926, 135.72132
34.43924, 135.72118
34.43922, 135.72102
34.43924, 135.72081
34.43924, 135.72047
34.4392, 135.72038
34.43907, 135.72032
34.43898, 135.72017
34.43895, 135.72001
34.43894, 135.72
34.43888, 135.7198
34.43881, 135.71965
34.4388, 135.71964
34.43882, 135.7193
34.43881, 135.71903
34.43878, 135.71887
34.4387, 135.71866
34.43866, 135.71839
