36.46752, 140.57395
36.46754, 140.57388
36.46761, 140.57371
36.46789, 140.57298
36.46814, 140.57228
36.46844, 140.57147
36.4688, 140.57044
36.46923, 140.56926
36.46965, 140.56806
36.46976, 140.56776
36.46979, 140.56771
36.46982, 140.5677
36.46986, 140.56769
36.4699, 140.56771
36.46994, 140.56775
36.47013, 140.56799
36.47058, 140.56851
36.47143, 140.56946
36.47248, 140.57066
36.47338, 140.57166
36.47464, 140.57303
36.47536, 140.57381
36.47583, 140.57431
36.47644, 140.57496
36.47692, 140.57549
36.47741, 140.57599
36.47787, 140.57649
36.47834, 140.57699
36.47838, 140.57701
36.47843, 140.577
36.47849, 140.57698
36.47853, 140.57693
36.47858, 140.57688
36.47864, 140.57674
36.47874, 140.57651
36.47885, 140.57627
36.47917, 140.57552
36.47956, 140.57462
36.48043, 140.57263
34.72553, 137.78012
34.72782, 137.78586
34.72792, 137.78607
34.72814, 137.78667
34.72815, 137.78671
34.72827, 137.78699
34.72832, 137.78705
34.7284, 137.78722
34.72843, 137.78726
34.7285, 137.78746
34.72858, 137.78765
34.72871, 137.78801
34.72877, 137.78814
34.72879, 137.7882
34.729, 137.78868
34.72947, 137.78988
34.72991, 137.7909
34.73004, 137.79115
34.7301, 137.7912
34.73028, 137.79161
34.73033, 137.7917
34.73049, 137.79208
34.73061, 137.79233
34.73073, 137.79263
34.73073, 137.79264
34.7308, 137.79281
34.73086, 137.79298
34.73093, 137.79315
34.73103, 137.79344
34.73122, 137.79406
34.73122, 137.79409
34.73126, 137.79423
34.73128, 137.79428
34.73128, 137.79432
34.73129, 137.79435
34.7313, 137.79437
34.73144, 137.79494
34.73151, 137.79535
34.73158, 137.79588
34.7316, 137.79611
34.73163, 137.79631
34.73166, 137.79698
34.73166, 137.79744
34.73167, 137.79752
34.73166, 137.79757
34.73166, 137.79784
34.73164, 137.79843
34.73163, 137.79849
34.73161, 137.79876
34.73159, 137.79888
34.73158, 137.79901
34.73147, 137.79971
34.73137, 137.80023
34.73117, 137.80108
34.73117, 137.8011
34.73116, 137.80112
34.73114, 137.80121
34.73109, 137.80138
34.73108, 137.80143
34.73106, 137.80148
34.73101, 137.80169
34.73101, 137.80173
34.73098, 137.80182
34.73081, 137.80245
34.73019, 137.80497
34.73019, 137.80498
34.72976, 137.8066
34.72899, 137.80978
34.72899, 137.80979
34.72897, 137.80988
34.72894, 137.80997
34.72873, 137.81084
34.72869, 137.81096
34.72857, 137.81147
34.72854, 137.81153
34.72852, 137.81155
34.72846, 137.81188
34.72844, 137.81204
34.72842, 137.81213
34.72837, 137.81261
