34.74837, 137.7198
34.74835, 137.72019
34.74837, 137.72025
34.74838, 137.72034
34.74852, 137.72091
34.74858, 137.721
34.74869, 137.72114
34.74954, 137.72189
34.7497, 137.72208
34.74984, 137.72233
34.74992, 137.72252
34.74996, 137.72265
34.74998, 137.72275
34.75001, 137.72284
34.75018, 137.72364
34.75135, 137.72334
34.75136, 137.72334
34.75231, 137.72311
34.75244, 137.72309
34.75454, 137.72258
34.75463, 137.72255
34.75671, 137.72207
34.75773, 137.72186
34.75902, 137.72155
34.75934, 137.72146
34.76143, 137.72097
34.76228, 137.72073
34.76238, 137.72071
34.76269, 137.72062
34.76275, 137.72059
34.76285, 137.72057
34.76299, 137.7205
34.763, 137.7205
34.76321, 137.72038
34.76339, 137.7203
34.76475, 137.71947
34.76485, 137.71942
34.76489, 137.71939
34.76514, 137.71925
34.7653, 137.71914
34.76685, 137.71821
34.76693, 137.71817
34.7676, 137.71776
34.76763, 137.71775
34.76826, 137.71737
34.7684, 137.71727
34.77013, 137.71624
34.77024, 137.71616
34.77198, 137.71512
34.772, 137.7151
34.77346, 137.71423
34.77353, 137.71418
34.77387, 137.71398
34.77394, 137.71393
34.77535, 137.71308
34.7754, 137.71304
34.77652, 137.71238
34.7767, 137.71226
34.77988, 137.71035
34.77995, 137.7103
34.79012, 137.70417
34.79018, 137.70414
34.79233, 137.70284
34.79237, 137.70281
34.79245, 137.70277
34.80084, 137.69771
34.80085, 137.6977
34.80199, 137.69701
34.80215, 137.6969
34.8023, 137.69677
34.80233, 137.69673
34.80243, 137.69663
34.8026, 137.69642
34.80279, 137.69613
34.80291, 137.69588
34.80325, 137.69495
34.80337, 137.69468
34.80346, 137.69451
34.80355, 137.69437
34.80474, 137.69281
34.80502, 137.69248
34.80519, 137.69221
34.80535, 137.69187
34.80541, 137.69172
34.80559, 137.69118
34.80575, 137.68994
34.80577, 137.68985
34.80578, 137.68973
34.80589, 137.68929
34.80599, 137.689
34.80605, 137.68888
34.80609, 137.68878
34.80625, 137.68849
34.80634, 137.68835
34.80658, 137.68804
34.8069, 137.68773
34.80772, 137.68713
34.80737, 137.68392
34.80725, 137.68218
34.80724, 137.68212
34.80712, 137.68023
34.80711, 137.6802
34.8068, 137.67866
34.80665, 137.67632
34.80665, 137.67617
34.80664, 137.6761
34.80665, 137.676
34.80665, 137.67592
34.80666, 137.67588
34.80666, 137.67586
34.80669, 137.67566
34.8067, 137.67563
34.80673, 137.67545
34.80678, 137.67524
34.80678, 137.67523
34.80698, 137.67429
34.80698, 137.67425
34.807, 137.67418
34.807, 137.67412
34.80701, 137.67407
34.80699, 137.67343
34.80618, 137.65929
34.80617, 137.65927
34.80617, 137.65925
34.80613, 137.65921
34.80612, 137.65919
34.8061, 137.65918
34.80608, 137.65918
34.80606, 137.65917
34.80546, 137.65921
34.80536, 137.65923
34.80468, 137.65928
34.80468, 137.65927
34.80466, 137.65927
34.80456, 137.65917
34.80463, 137.6591
34.80474, 137.65897
34.80538, 137.65843
34.80542, 137.65841
34.80568, 137.65818
34.80691, 137.65719
34.80713, 137.65698
34.80702, 137.6568
34.80696, 137.65668
34.80694, 137.65662
34.80692, 137.65658
34.8069, 137.65646
34.80657, 137.65046
34.80654, 137.65035
34.80648, 137.65024
34.80644, 137.65019
34.80637, 137.65013
34.80514, 137.64927
34.8051, 137.64923
34.80507, 137.64921
34.80505, 137.64918
34.80502, 137.64915
34.80496, 137.64907
34.80377, 137.64715
34.80366, 137.64694
34.80362, 137.64689
34.8036, 137.64684
34.80283, 137.64536
34.8028, 137.64527
34.80277, 137.64512
34.80237, 137.64228
34.80237, 137.64225
34.80197, 137.6395
34.80117, 137.63623
34.80116, 137.63613
34.80116, 137.63598
34.80118, 137.63587
34.8012, 137.63581
34.80128, 137.63568
34.80205, 137.63479
34.80212, 137.63468
34.80216, 137.63457
34.80219, 137.63441
34.80216, 137.63408
34.80215, 137.63403
34.80213, 137.63377
34.80212, 137.63374
34.8021, 137.63351
34.80202, 137.63311
34.80179, 137.63231
34.80172, 137.63215
34.80166, 137.63198
34.8015, 137.63166
34.80149, 137.63163
34.80094, 137.6305
34.8008, 137.63007
34.80077, 137.63
34.80071, 137.62978
34.80068, 137.6297
34.80067, 137.62961
34.80062, 137.6294
34.8006, 137.62925
34.80058, 137.62894
34.80058, 137.6287
34.80057, 137.62856
34.80059, 137.62822
34.80064, 137.62791
34.80069, 137.62768
34.80075, 137.62748
34.80091, 137.62717
34.80111, 137.62687
34.80133, 137.62665
34.8017, 137.62632
34.80175, 137.62625
34.80179, 137.62621
34.8019, 137.62602
34.80199, 137.62575
34.80214, 137.62506
34.80215, 137.62498
34.80219, 137.62479
34.80223, 137.62434
34.80224, 137.62432
34.80224, 137.62386
34.80223, 137.62375
34.80223, 137.62365
34.80218, 137.62323
34.80208, 137.62277
34.80208, 137.62276
34.80156, 137.62036
34.80154, 137.62033
34.80154, 137.62031
34.80148, 137.62017
34.80138, 137.62002
34.80133, 137.61996
34.80116, 137.6198
34.80079, 137.61954
34.80044, 137.61935
34.79921, 137.61883
34.79897, 137.61875
34.79889, 137.61874
34.7988, 137.61874
34.79875, 137.61875
